Facility Name,District,Amount Paid,Claim Month,Payment Date
FORIKROM HEALTH CENTER,TECHIMAN MUNICI,32708.93,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
FOSU CHPS COMPOUND,AFRAM PLAINS,7927.81,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
FOSUANSA CHPS COMPOUND,ASIKUMA ODO BRA,2359.39,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
FOSUKROM CHPS,BIA,1784.22,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
FOTOBI CHPS,AKUAPEM S,17160.90,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
FOTOBI CHPS,AKUAPEM S,16208.96,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
FOUNTAIN VIEW FAITH HOSPITAL,UPPER DENKYIRA,16444.55,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
FOUNTAIN VIEW FAITH HOSPITAL,UPPER DENKYIRA,6316.38,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
FOUNTAIN VIEW FAITH HOSPITAL,UPPER DENKYIRA,5838.90,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
FRANKADUA HEALTH CENTRE,ASUOGYAMAN,11181.43,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
FRANKADUA HEALTH CENTRE,ASUOGYAMAN,11233.04,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
FRANKADUA HEALTH CENTRE,ASUOGYAMAN,8774.54,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
FRANKADUA HEALTH CENTRE,ASUOGYAMAN,9846.73,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
FRIENDS EYE CENTER,TAMALE,7907.13,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
FUFULSO CHPS,CENT GONJA,12345.52,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
FUFULSO CHPS,CENT GONJA,10403.04,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
FUFULSO CHPS,CENT GONJA,12041.29,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
FUMBISI HEALTH CENTRE,BUILSA,136590.28,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
FUME HEALTH CENTRE,HO,3161.84,PAYMENT OF CLAIMS FOR FEB-25,01-Jul-2026
FUME HEALTH CENTRE,HO,3190.85,PAYMENT OF CLAIMS FOR JAN-25,01-Jul-2026
FUMSO HEALTH CENTRE,ADANSI NORTH MH,20694.52,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
FUNSUA CHPS COMPOUN,SEKYERE EAST,5934.92,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
FUO CHPS,SAGNARIGU MHIS,1957.78,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
FUU CHPS COMPOUND,EAST GONJA,5303.42,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
FUU CHPS COMPOUND,EAST GONJA,6535.50,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GA CENTRAL MUNICIPAL CLINIC,GA,10745.64,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GA CENTRAL MUNICIPAL CLINIC,GA,9694.50,PAYMENT OF CLAIMS FOR JAN.-26,01-Jul-2026
GA HEALTH CENTRE,WA,8211.70,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GA WEST MUNICIPAL HOSPITAL,GA,300134.68,CLAIMS PAYMENT FOR MAY 23,01-Jul-2026
GADA HEALTH CENTER,AWUTU SENYA EAS,3069.34,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
GADORKOPE CHPS,AFRAM PLAINS,1331.17,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GADORKOPE CHPS,AFRAM PLAINS,1866.59,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
GALAKA CHPS,BAWKU WEST,1879.15,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
GALAKA CHPS,BAWKU WEST,1660.45,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GALAKA CHPS,BAWKU WEST,6836.64,PAYMENT OF CLAIMS FOR OCT-25,01-Jul-2026
GALILEA CHPS,AFRAM PLAINS,1557.72,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GALO-SOTA HEALTH CENTRE,KETA,3709.65,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GALO-SOTA HEALTH CENTRE,KETA,6141.02,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GALO-SOTA HEALTH CENTRE,KETA,5958.25,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GALWEI CHPS ZONE,GUSHEGU,5391.04,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
GALWEI CHPS ZONE,GUSHEGU,7820.23,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GALWEI CHPS ZONE,GUSHEGU,6364.71,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GAMBIA CHPS COMPOUND,ASUTIFI,4567.88,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
GAMBUGA CHPS COMPOUND,NANUMBA NORTH,1721.85,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GAMENU CHPS ZONE,SOUTH TONGU,899.49,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
GBADZEME CHPS COMPOUND,HO,900.13,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
GBADZEME CHPS COMPOUND,HO,1023.22,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GBALAHI CHPS,SAGNARIGU MHIS,995.51,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GBANTONGO CLINIC,BAWKU WEST,6402.92,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
GBANTONGO CLINIC,BAWKU WEST,7845.28,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
GBARE CHPS COMPOUND,JIRAPA-LAMB,2257.36,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GBEDEMA CHPS COMPOUND,BUILSA,8681.72,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GBEFI CHPS ZONE (KPANDO),KPANDO,4684.23,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GBEFI CHPS ZONE (KPANDO),KPANDO,3084.24,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GBEFI CHPS ZONE (KPANDO),KPANDO,3519.89,PAYMENT OF CLAIM FOR FEB-26,01-Jul-2026
GBEO CHPS COMPOUND,WEST MAMPRUSI,1487.16,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GBI ABANSI CHPS COMPOUND,HOHOE,583.71,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
GBI ABANSI CHPS COMPOUND,HOHOE,452.49,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GBI WEGBE HEALTH CENTRE,HOHOE,17399.15,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GBI WEGBE HEALTH CENTRE,HOHOE,16734.05,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GBI-KODOFE CHPS COMPOUND,HOHOE,740.25,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GBI-KODOFE CHPS COMPOUND,HOHOE,985.06,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
GBIER CHPS COMPOUND,LAWRA,1284.54,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GBIER CHPS COMPOUND,LAWRA,1833.78,PAYMENT OF CLAIMS FOR MAR 2026,01-Jul-2026
GBIER CHPS COMPOUND,LAWRA,1041.25,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GBINGBANI HEALTH CENTRE,BUNKPURUGU-YUNY,4379.20,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GBINIYIRI CHPS (SAWLA-TUNA-KALBA),SAWLA TUNA KALB,3153.51,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
GBINIYIRI CHPS (SAWLA-TUNA-KALBA),SAWLA TUNA KALB,2765.23,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
GBINIYIRI CHPS (SAWLA-TUNA-KALBA),SAWLA TUNA KALB,4531.07,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
GBINTIRI HEALTH CENTRE,E MAMPRUSI,27760.80,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GBOLOO-KOFI CHPS,AKUAPEM N,3665.38,PAYMENT OF CLAIM FOR JAN-26,01-Jul-2026
GBOLOO-KOFI CHPS,AKUAPEM N,4089.90,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GBUNGBALIGA CHPS-NS,NANUMBA SOUTH,5801.56,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
GCB BANK CLINIC,ASHIEDU KETEKE,25085.15,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GCB BANK CLINIC,ASHIEDU KETEKE,34593.13,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GEFIA HEALTH CENTRE,AKATSI,5868.71,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GENGENKPE HEALTH CENTRE,LAWRA,5120.47,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GENTIGA CHPS,BAWKU MUNICIPAL,880.63,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GENTIGA CHPS,BAWKU MUNICIPAL,967.88,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GHANA ATOMIC ENERGY COMMISSION CLINIC,GA EAST,107905.43,PAYMENT OF CLAIMS FOR NOV-25,01-Jul-2026
GHANA ATOMIC ENERGY COMMISSION CLINIC,GA EAST,109969.25,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
GHANA ATOMIC ENERGY COMMISSION CLINIC,GA EAST,113424.26,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
GHANA BAUXITE COMPANY HOSPITAL,BIBIANI-ANHWIAS,21926.79,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GHANA POLICE HOSPITAL,LA,320984.35,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
GHANA POLICE HOSPITAL,LA,306974.94,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GIMAM CHPS COMPOUN,NANUMBA SOUTH,3068.44,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
GIMAM CHPS COMPOUN,NANUMBA SOUTH,2287.98,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
GINDABUO HEALTH CENTRE,SAWLA TUNA K,16004.87,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
GIZAA CHPS COMPOUND,TOLON/KUMBUNGU,5216.91,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GLITAME CHPS,KETU,6469.15,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GLITAME CHPS,KETU,5239.83,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GMAPEANDO CHPS,NANUMBA S,18543.76,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOJIASE CHPS COMPOUND,SUHUM KRA C,2063.56,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GOKA HEALTH CENTRE,JAMAN N,29857.77,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOLDEN JUBILEE HEALTH CENTRE (MANKESSIM HC),MFANTSIMAN,21568.73,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GOMOA ABOSO CHPS,GOMOAMAN,6115.92,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GOMOA AKRAMANG CHPS COMPOUND,GOMOAMAN,2490.86,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
GOMOA DAHOM,GOMOAMAN,1829.11,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GOMOA DOMINASE CHPS COMPOUND,GOMOAMAN,1399.07,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
GOMOA ESHIEM CHPS COMPOUND,GOMOAMAN,8683.59,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GOMOA FOMENA CHPS COMPOUND,GOMOAMAN,2478.24,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOMOA KOKOFU CHPS,GOMOAMAN,2001.29,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOMOA KUMASI CHPS,GOMOAMAN,772.58,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GOMOA KYIREN NKWANTA CHPS,GOMOAMAN,1143.86,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
GOMOA LOME CHPS,GOMOAMAN,2420.18,PAYMENT OF CLAIM FOR JAN-26,01-Jul-2026
GOMOA MANSO CHPS COMPOUND,GOMOAMAN,1872.44,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOMOA NGYIRESI CHPS ZONE,GOMOAMAN,2170.19,PAYMENT OF CLAIM FOR FEB-26,01-Jul-2026
GOMOA NGYIRESI CHPS ZONE,GOMOAMAN,2092.66,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOMOA NSUAEM CHPS ZONE,GOMOAMAN,1911.27,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GOMOA ODUMASI CHPS COMPOUND,GOMOAMAN,18.68,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GOMOA OSEDZE HEALTH CENTRE,GOMOAMAN,5506.82,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOMOA POTSIN POLYCLINIC,GOMOAMAN,16807.01,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GOMOA TARKWA CHPS ZONE,GOMOAMAN,3277.75,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
GOMOA WASSA CHPS,GOMOAMAN,2289.07,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GONASUA HEALTH CENTRE,JAMAN S,40074.11,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GONASUA HEALTH CENTRE,JAMAN S,33806.34,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GONU CHPS,SOUTH TONGU,851.76,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GONUM CHPS COMPOUND,KASENA-NANKANA,2339.92,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
GOOD SHEPHERD HEALTH CENTER (N/R),SAWLA TUNA KALB,22978.16,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GOOD SHEPHERD HEALTH CENTER (N/R),SAWLA TUNA KALB,19800.08,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOOGO CLINIC,BAWKU WEST,14040.02,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOORE HEALTH CENTRE,UPPER EAST,5613.53,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GORNIKOPE CHPS COMPOUND,AKATSI,8652.23,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GOVERNAKROM CHPS,SUHUM KRA C,1474.40,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
GOVERNAKROM CHPS,SUHUM KRA C,1883.60,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOVIEFE AGODOME CHPS COMPOUND,HOHOE,2693.21,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GOZEISI CHPS,BAWKU WEST,2023.98,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GRAHAM MEMORIAL HEALTH CENTER,ASANTE AKIM NOR,15798.81,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
GRAVEL YARD CHPS COMPOUND,AMENFIMAN,1887.07,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GRUMESA CHPS COMPOUND,ADANSI SOUTH,775.91,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GRUMESA CHPS COMPOUND,ADANSI SOUTH,1173.50,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GRUNSEI ZANGO CHPS ZONE,EAST GONJA,4020.73,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GRUPE CHPS COMPOUND,WEST GONJA,1864.73,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GRUPE CHPS COMPOUND,WEST GONJA,1301.88,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GUAMAN CHPS COMPOUND,JASIKAN,66.51,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GUDAAYIRI CHPS,WA EAST DIST,2425.68,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
GUI CHPS COMPOUND,AKATSI,981.53,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GULUMPE CHPS,KINTAMPO NORTH,30285.84,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GULUMPE CHPS,KINTAMPO NORTH,26637.42,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GUMANI CHPS,SAGNARIGU MHIS,2505.12,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
GUMONGO CHPS COMPOUND,KASENA-NAN,1446.57,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GUMWOKO CHPS,KASSENA NANKANA,48.02,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GUMWOKO CHPS,KASSENA NANKANA,221.83,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GUORPUO CHPS,JIRAPA-LAMB,1253.72,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GUPANARIGU CHPS COMPOUND,TOLON/KUMBUNGU,2036.19,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
GURUNGU HEALTH CENTRE,WA WEST,10991.19,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GURUNGU HEALTH CENTRE,WA WEST,13087.41,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
GWIRA ESHIEM CHPS,NZEMA EAST,2905.22,PAYMENT OF CLAIM FOR FEB-26,01-Jul-2026
GWIRA ESHIEM CHPS,NZEMA EAST,3289.24,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GYAASE CHPS COMPOUND,DORMAA WEST,7635.26,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GYADAM CHPS COMPOUND,BIRIM SOUTH,2494.16,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
GYAHA CHPS COMPOUND,BIRIM NORTH DMH,3264.81,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
GYAHA CHPS COMPOUND,BIRIM NORTH DMH,2682.13,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
GYAHADZE CHPS COMPOUND,WINNEBA,1673.79,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
GYAHADZE CHPS COMPOUND,WINNEBA,2198.36,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
GYEDU HEALTH CENTER,ASUTIFI DISTRIC,34085.71,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
GYEMIFIKROM CHPS,NEW JUABEN,4905.42,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
GYEMIFIKROM CHPS,NEW JUABEN,4631.14,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
GYEWANI CHPS COMPOUND,BIRIM NORTH,1178.19,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
Government Maternity,WENCHI,10827.23,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
Government Maternity,WENCHI,6697.55,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
HAKYAGAGANG CHPS,JIRAPA-LAMB,754.12,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
HALF ASSINI GOVENRMENT HOSPITAL,JOMORO,183098.59,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HAMILE HEALTH CENTRE,JIRAPA-LAMB,71941.33,PAYMENT OF CLAIMS FOR MARCH-26,01-Jul-2026
HANI CHPS COMPOUND,TAIN DIST,11601.56,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
HAPPA-B-LINE CHPS,JIRAPA-LAMB,759.08,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
HARBOUR CLINIC (PRU),PRU,33683.90,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
HAVE HEALTH CENTRE,HOHOE,9078.26,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
HAWA MEMORIAL SAVIOUR HOSPITAL,EAST AKIM,482003.50,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
HAWA MEMORIAL SAVIOUR HOSPITAL,EAST AKIM,538963.58,ACCRUAL OF UNVETTED CLAIMS FOR JUL-25,01-Jul-2026
HAWA MEMORIAL SAVIOUR HOSPITAL,EAST AKIM,499870.03,ACCRUAL OF UNVETTED CLAIMS FOR JUN-25,01-Jul-2026
HEALTH AND WELLNESS CLINIC CAPE COAST,OGUAMAN,7269.69,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HELEKPE HEALTH CENTRE(ADAKLU),ADAKLU-ANYIGBE,14794.30,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
HELEKPE HEALTH CENTRE(ADAKLU),ADAKLU-ANYIGBE,14342.82,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HERALD FOUNDATION CHPS CENTRE,BIRIM SOUTH,31351.25,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HIAKOSE/ABODEASE CHPS COMPOUND,AMANSIE WEST,4742.43,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
HIAWA CHPS,AMENFIMAN,1535.22,PAYMENT OF CLAIMS FOR APR. 2026,01-Jul-2026
HIAWA CHPS,AMENFIMAN,1634.70,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
HIAWA CHPS,AMENFIMAN,1511.62,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HIAWOANWU CHPS COMPOUND,EJURA SEKYEDUMA,6770.65,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
HIAWOANWU CHPS COMPOUND,EJURA SEKYEDUMA,8011.68,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HIEL CHPS,SISSALA W,1336.98,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
HIINETENG CHPS,JIRAPA-LAMB,2243.91,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
HIKPO CHPS,SOUTH TONGU,1634.75,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
HINII CHPS COMPOUND,MFANTSIMAN,905.91,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
HLEFI HEALTH CENTRE,HO,7752.32,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
HLEFI HEALTH CENTRE,HO,7782.51,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
HLIHADZI,AFRAM PLAINS HI,307.65,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
HLIHADZI,AFRAM PLAINS HI,1518.57,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
HO MARKET CHPS COMPOUND,HO,3836.76,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
HO MUNICIPAL HOSPITAL,HO,370882.38,PAYMENT FOR CLAIMS- DEC 25,01-Jul-2026
HO MUNICIPAL HOSPITAL,HO,543741.72,ACCRUAL OF UNVETTED CLAIMS FOR NOV-25,01-Jul-2026
HO MUNICIPAL HOSPITAL,HO,332494.92,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
HO POLYCLINIC,HO,57394.77,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
HODZO CHPS COMPOUND,HO,3119.34,PAYMENT OF CLAIM FOR MAR-26,01-Jul-2026
HOHOE ADABRAKA HEALTH CENTRE,HOHOE,29947.46,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
HOHOE ADABRAKA HEALTH CENTRE,HOHOE,29709.76,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
HOHOE DAGBAVE CHPS COMPOUND,HOEHOE,689.82,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
HOHOE KITIKPA HEALTH CENTRE,HOEHOE,3861.60,ACCRUAL OF UNVETTED CLAIMS FOR DEC-25,01-Jul-2026
SUMINAKESE CHPS COMPOUND,OKWAWUMAN S,2876.54,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
SUMINAKESE CHPS COMPOUND,OKWAWUMAN S,2027.78,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
SUNYANI REGIONAL HOSPITAL,BRONG AHAFO REG,863044.44,PAYMENT OF CLAIMS FOR DEC. 2025,01-Jul-2026
SUNYANI ROAD CHURCH OF CHRIST MISSION HOSPITAL,SUNYANI,32208.09,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
SUNYANI TECHNICAL UNIVERSITY CLINIC,SUNYANI,50985.84,PAYMENT OF CLAIMS FOR MARCH-26,01-Jul-2026
SUPOMU DUNKWA HEALTH CENTRE,SHAMA,19730.12,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
SUPOMU DUNKWA HEALTH CENTRE,SHAMA,19970.46,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
SUPONSO CHPS COMPOUND,BIRIM SOUTH,3753.87,PAYMENT OF CLAIMS FOR MAY-26,01-Jul-2026
SUPONSO CHPS COMPOUND,BIRIM SOUTH,2368.60,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
SUPRESO HEALTH CENTRE,SUHUM KRA C,8011.65,PAYMENT OF CLAIMS FOR MAR-26,01-Jul-2026
SUPRESO HEALTH CENTRE,SUHUM KRA C,8182.20,PAYMENT OF CLAIMS FOR FEB.-26,01-Jul-2026
SUPRUDO CHPS COMPOUND,MFANTSIMAN,1620.14,PAYMENT OF CLAIMS FOR MAR. 2026,01-Jul-2026
SUPRUDO CHPS COMPOUND,MFANTSIMAN,2512.14,PAYMENT OF CLAIM FOR APR-26,01-Jul-2026
SUPRUDO CHPS COMPOUND,MFANTSIMAN,1230.56,PAYMENT OF CLAIMS FOR FEB. 2026,01-Jul-2026
SURVEYLINE CHPS COMPOUND,ASUOGYAMAN,1532.88,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
TAALI CHPS COMPOUND,NANUMBA NORTH,14585.65,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
TAAMAPUO CHPS,JIRAPA-LAMB,721.71,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
TABIESI CHPS COMPOUND,NADOWLI,4525.61,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
TADANKRO CHPS,AKUAPEM N,436.20,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
TADZEWU HEALTH CENTRE,KETU NORTH,13273.35,PAYMENT OF CLAIMS FOR JAN-26,01-Jul-2026
TADZEWU HEALTH CENTRE,KETU NORTH,9306.99,PAYMENT OF CLAIMS FOR FEB-26,01-Jul-2026
TAFFIASI CHPS COMPOUND,SISSALA EAST MH,2309.44,PAYMENT OF CLAIMS FOR APR-26,01-Jul-2026
TAFI ABUIFE CHPS,Afadzato South,1869.25,PAYMENT OF CLAIMS FOR DEC-25,01-Jul-2026
